En,NUM,ENTRY,REP,k,ER,PH,GY
3,3912,NEC168,2,NEC1682,0.22,13.25,.
3,4404,NEC168,3,NEC1683,0.11,7,.
3,3651,NEC169,1,NEC1691,0.67,14.8,.
3,3844,NEC169,2,NEC1692,0.67,11,.
3,4378,NEC169,3,NEC1693,0.56,9.7,.
3,3652,NEC170,1,NEC1701,0.56,12.5,.
3,4077,NEC170,2,NEC1702,0.78,14.8,.
3,4399,NEC170,3,NEC1703,0.89,13.74,.
3,3653,NEC172,1,NEC1721,0.89,16.3,.
3,4005,NEC172,2,NEC1722,0.56,13.3,.
3,4451,NEC172,3,NEC1723,0.67,11.64,.
3,3654,NEC173,1,NEC1731,0.67,11.6,.
3,3887,NEC173,2,NEC1732,0.78,16.8,.
3,4422,NEC173,3,NEC1733,0.78,16.74,.
3,3655,NEC174,1,NEC1741,0.89,12.8,.
3,4101,NEC174,2,NEC1742,0.44,12.75,.
3,4252,NEC174,3,NEC1743,0.78,11.26,.
3,3656,NEC176,1,NEC1761,0.78,15.1,.
3,4057,NEC176,2,NEC1762,1,13,.
3,4317,NEC176,3,NEC1763,0.67,18.24,.
3,3657,NEC177,1,NEC1771,0.44,7.13,.
3,4090,NEC177,2,NEC1772,0.44,14.25,.
3,4279,NEC177,3,NEC1773,0.44,12.5,.
3,3658,NEC180,1,NEC1801,0.56,13,.
3,3906,NEC180,2,NEC1802,0.56,10.3,.
3,4358,NEC180,3,NEC1803,0.33,13,.
3,3659,NEC181,1,NEC1811,0.67,8.1,.
3,4054,NEC181,2,NEC1812,0.33,6.67,.
3,4175,NEC181,3,NEC1813,0.22,10,.
3,3660,NEC182,1,NEC1821,0.22,4.75,.
3,3988,NEC182,2,NEC1822,0.67,10.1,.
3,4283,NEC182,3,NEC1823,0.67,10.63,.
3,3661,NEC183,1,NEC1831,0.56,7.6,.
3,4067,NEC183,2,NEC1832,0.33,2.5,.
3,4228,NEC183,3,NEC1833,0.67,7.6,.
3,3662,NEC184,1,NEC1841,0.89,15.8,.
3,3987,NEC184,2,NEC1842,1,16.9,.
3,4308,NEC184,3,NEC1843,0.78,12.34,.
3,3663,NEC187,1,NEC1871,0.67,13.4,.
3,3953,NEC187,2,NEC1872,1,7.64,.
3,4364,NEC187,3,NEC1873,0.78,11.6,.
3,3664,NEC188,1,NEC1881,0.56,10.2,.
3,3869,NEC188,2,NEC1882,1,16.2,.
3,4323,NEC188,3,NEC1883,0.56,13.24,.
3,3665,NEC189,1,NEC1891,0.44,12.38,.
3,3971,NEC189,2,NEC1892,0.67,10.4,.
3,4445,NEC189,3,NEC1893,0.56,10.32,.
3,3666,NEC192,1,NEC1921,0.89,13.3,.
3,3955,NEC192,2,NEC1922,0.22,8.5,.
3,4275,NEC192,3,NEC1923,0.89,12.5,.
3,3667,NEC194,1,NEC1941,1,14.7,.
3,3928,NEC194,2,NEC1942,0.56,12.3,.
3,4159,NEC194,3,NEC1943,0.78,11.6,.
3,3668,NEC196,1,NEC1961,0.89,12.7,.
3,4141,NEC196,2,NEC1962,0.67,8.3,.
3,4313,NEC196,3,NEC1963,0.33,7.83,.
3,3669,NEC197,1,NEC1971,0.89,15.6,.
3,4048,NEC197,2,NEC1972,0.67,14.7,.
3,4424,NEC197,3,NEC1973,0.33,9,.
3,3670,NEC198,1,NEC1981,0.78,11.1,.
3,3933,NEC198,2,NEC1982,1,12.4,.
3,4301,NEC198,3,NEC1983,1,14.4,.
3,3671,NEC199,1,NEC1991,0.67,15.5,.
3,4117,NEC199,2,NEC1992,0.89,18.5,.
3,4209,NEC199,3,NEC1993,0.89,18.6,.
3,3672,NEC200,1,NEC2001,0.78,8.24,.
3,3947,NEC200,2,NEC2002,0.44,13.88,.
3,4196,NEC200,3,NEC2003,0.78,9.7,.
3,3673,NEC201,1,NEC2011,0.56,8.6,.
3,3977,NEC201,2,NEC2012,0.67,11.1,.
3,4222,NEC201,3,NEC2013,0.67,11.6,.
3,3674,NEC202,1,NEC2021,1,7.8,.
3,3902,NEC202,2,NEC2022,0.89,10.4,.
3,4206,NEC202,3,NEC2023,0.89,10.8,.
3,3675,NEC203,1,NEC2031,0.22,14.5,.
3,4091,NEC203,2,NEC2032,0.78,12.6,.
3,3676,NEC204,1,NEC2041,0.67,12.44,.
3,3925,NEC204,2,NEC2042,0.78,12.6,.
3,4253,NEC204,3,NEC2043,1,14.4,.
3,3677,NEC205,1,NEC2051,0.89,8.5,.
3,3920,NEC205,2,NEC2052,1,7.9,.
3,4460,NEC205,3,NEC2053,0.67,9.72,.
3,3678,NEC206,1,NEC2061,0.33,8,.
3,4052,NEC206,2,NEC2062,0.11,13.5,.
3,4426,NEC206,3,NEC2063,0.11,4.5,.
3,3679,NEC207,1,NEC2071,0.89,9.9,.
3,3849,NEC207,2,NEC2072,0.78,10.7,.
3,4306,NEC207,3,NEC2073,0.78,16.1,.
3,3680,NEC208,1,NEC2081,0.56,8.2,.
3,4081,NEC208,2,NEC2082,0.33,6.33,.
3,4182,NEC208,3,NEC2083,0.22,7.5,.
3,3681,NEC209,1,NEC2091,0.67,16,.
3,3956,NEC209,2,NEC2092,0.56,14.4,.
3,4170,NEC209,3,NEC2093,0.56,14.3,.
3,3682,NEC210,1,NEC2101,0.67,16.6,.
3,3944,NEC210,2,NEC2102,0.56,19.1,.
3,4406,NEC210,3,NEC2103,0.44,18.5,.
3,3683,NEC211,1,NEC2111,0.33,8.5,.
3,4080,NEC211,2,NEC2112,0.67,11.2,.
3,4338,NEC211,3,NEC2113,0.56,9.03,.
3,3684,NEC212,1,NEC2121,0.44,10.75,.
3,3974,NEC212,2,NEC2122,0.44,7.25,.
3,4325,NEC212,3,NEC2123,0.67,14.1,.
3,3685,NEC213,1,NEC2131,0.78,6.3,.
3,3884,NEC213,2,NEC2132,0.56,6.9,.
3,4453,NEC213,3,NEC2133,0.78,8.98,.
3,3686,NEC214,1,NEC2141,1,13.5,.
3,3848,NEC214,2,NEC2142,0.89,7.2,.
3,4341,NEC214,3,NEC2143,0,0,.
3,3687,NEC215,1,NEC2151,0.67,7.7,.
3,3886,NEC215,2,NEC2152,0.56,6.7,.
3,4427,NEC215,3,NEC2153,0.67,12.58,.
3,3688,NEC216,1,NEC2161,0.67,5.7,.
3,3994,NEC216,2,NEC2162,0.56,6.9,.
3,4377,NEC216,3,NEC2163,0.89,12.1,.
3,3689,NEC217,1,NEC2171,1,16,.
3,4016,NEC217,2,NEC2172,1,19.3,.
3,4360,NEC217,3,NEC2173,0.89,17.1,.
3,3690,NEC218,1,NEC2181,0.78,13.8,.
3,4064,NEC218,2,NEC2182,0.67,13.2,.
3,4223,NEC218,3,NEC2183,0.78,7.3,.
3,3691,NEC220,1,NEC2201,0.56,6,.
3,4119,NEC220,2,NEC2202,0.67,9.1,.
3,4375,NEC220,3,NEC2203,1,9.4,.
3,3692,NEC221,1,NEC2211,0.67,8.7,.
3,4044,NEC221,2,NEC2212,0.78,9.2,.
3,4156,NEC221,3,NEC2213,0.89,13.04,.
3,3693,NEC222,1,NEC2221,0.11,9.5,.
3,4072,NEC222,2,NEC2222,0.11,6.5,.
3,4161,NEC222,3,NEC2223,0.11,11,.
3,3694,NEC223,1,NEC2231,1,11.6,.
3,4138,NEC223,2,NEC2232,0.67,11.9,.
3,4319,NEC223,3,NEC2233,0.89,13.04,.
3,3695,NEC225,1,NEC2251,0.89,17.8,.
3,3873,NEC225,2,NEC2252,0.78,8.3,.
3,4265,NEC225,3,NEC2253,0.78,14.8,.
3,3696,NEC226,1,NEC2261,0.44,10.25,.
3,3942,NEC226,2,NEC2262,0.56,9.8,.
3,4380,NEC226,3,NEC2263,0.44,11.75,.
3,3697,NEC227,1,NEC2271,0.22,9.75,.
3,3967,NEC227,2,NEC2272,0.33,8.83,.
3,4458,NEC227,3,NEC2273,0.33,11.13,.
3,3698,NEC228,1,NEC2281,0.89,10.7,.
3,3850,NEC228,2,NEC2282,0.89,9.4,.
3,4340,NEC228,3,NEC2283,0.89,15.08,.
3,3699,NEC230,1,NEC2301,0.89,10.8,.
3,4034,NEC230,2,NEC2302,0.78,10.5,.
3,4448,NEC230,3,NEC2303,0.78,12.2,.
3,3700,NEC231,1,NEC2311,0.78,8.8,.
3,3940,NEC231,2,NEC2312,0.89,14.6,.
3,4211,NEC231,3,NEC2313,0.56,10.5,.
3,3701,NEC232,1,NEC2321,0.56,12.2,.
3,4125,NEC232,2,NEC2322,0.67,9.8,.
3,4236,NEC232,3,NEC2323,1,13.2,.
3,3702,NEC233,1,NEC2331,0.78,9,.
3,4129,NEC233,2,NEC2332,0.22,5.5,.
3,4189,NEC233,3,NEC2333,0.67,9.6,.
3,3703,NEC234,1,NEC2341,0,0,.
3,3839,NEC234,2,NEC2342,0.56,7.6,.
3,4332,NEC234,3,NEC2343,0.44,9.5,.
3,3704,NEC236,1,NEC2361,0.56,4.5,.
3,3946,NEC236,2,NEC2362,0.89,12.5,.
3,4167,NEC236,3,NEC2363,0.89,13.1,.
3,3705,NEC237,1,NEC2371,0.67,9.4,.
3,4095,NEC237,2,NEC2372,0.67,14,.
3,4389,NEC237,3,NEC2373,0.78,11.66,.
3,3706,NEC238,1,NEC2381,0.67,9.1,.
3,4094,NEC238,2,NEC2382,1,15,.
3,4353,NEC238,3,NEC2383,1,14.12,.
3,3707,NEC240,1,NEC2401,0.89,8.4,.
3,3943,NEC240,2,NEC2402,0.56,11.5,.
3,4208,NEC240,3,NEC2403,0.89,16,.
3,3708,NEC241,1,NEC2411,0.89,10.3,.
3,4099,NEC241,2,NEC2412,0.89,14.4,.
3,4442,NEC241,3,NEC2413,1,11.28,.
3,3709,NEC242,1,NEC2421,1,16.2,.
3,3976,NEC242,2,NEC2422,1,14.8,.
3,4203,NEC242,3,NEC2423,1,14.7,.
3,3710,NEC243,1,NEC2431,0.56,7.5,.
3,4120,NEC243,2,NEC2432,0.89,11.6,.
3,4171,NEC243,3,NEC2433,1,14.92,.
3,3711,NEC244,1,NEC2441,0.44,5.25,.
3,4017,NEC244,2,NEC2442,0.67,8,.
3,4368,NEC244,3,NEC2443,1,12.4,.
3,3712,NEC245,1,NEC2451,0,0,.
3,4151,NEC245,2,NEC2452,0.33,11.33,.
3,4180,NEC245,3,NEC2453,0.44,5.75,.
3,3713,NEC246,1,NEC2461,0.78,9.7,.
3,4071,NEC246,2,NEC2462,0.67,9.4,.
3,4342,NEC246,3,NEC2463,0.89,11.46,.
3,3714,NEC247,1,NEC2471,0.56,11.4,.
3,3963,NEC247,2,NEC2472,0.78,16,.
3,4260,NEC247,3,NEC2473,0.89,12.74,.
3,3715,NEC248,1,NEC2481,0.67,11.2,.
3,3907,NEC248,2,NEC2482,0.67,8.9,.
3,4333,NEC248,3,NEC2483,0.56,9.88,.
3,3716,NEC249,1,NEC2491,0.56,11.7,.
3,3875,NEC249,2,NEC2492,0.56,6.3,.
3,4455,NEC249,3,NEC2493,1,13.44,.
3,3717,NEC250,1,NEC2501,0.78,10,.
3,3859,NEC250,2,NEC2502,0.89,11.8,.
3,4233,NEC250,3,NEC2503,0.89,11.4,.
3,3718,NEC251,1,NEC2511,0.78,11,.
3,3837,NEC251,2,NEC2512,1,14.4,.
3,4251,NEC251,3,NEC2513,0.44,10.38,.
3,3719,NEC252,1,NEC2521,0.56,11.5,.
3,3957,NEC252,2,NEC2522,0.89,12.7,.
3,4386,NEC252,3,NEC2523,0.78,10.9,.
3,3720,NEC253,1,NEC2531,0.78,10.1,.
3,4108,NEC253,2,NEC2532,0.89,10.42,.
3,4258,NEC253,3,NEC2533,0.56,12.7,.
3,3721,NEC254,1,NEC2541,0.78,13.3,.
3,4075,NEC254,2,NEC2542,0.78,10,.
3,4281,NEC254,3,NEC2543,0.89,13.8,.
3,3722,NEC255,1,NEC2551,1,6.4,.
3,4063,NEC255,2,NEC2552,0.89,12.5,.
3,4359,NEC255,3,NEC2553,0.89,13.7,.
3,3723,NEC256,1,NEC2561,0.89,12.1,.
3,3876,NEC256,2,NEC2562,1,12.8,.
3,4365,NEC256,3,NEC2563,0.89,10.3,.
3,3724,NEC258,1,NEC2581,0.33,17,.
3,3878,NEC258,2,NEC2582,0.22,10.25,.
3,4363,NEC258,3,NEC2583,0.33,12.33,.
3,3725,NEC259,1,NEC2591,0.67,10,.
3,4109,NEC259,2,NEC2592,0.67,13.8,.
3,4397,NEC259,3,NEC2593,0.56,13,.
3,3726,NEC261,1,NEC2611,0.44,10.25,.
3,3958,NEC261,2,NEC2612,0.33,3.67,.
3,4343,NEC261,3,NEC2613,0.11,20,.
3,3727,NEC262,1,NEC2621,1,12.1,.
3,4124,NEC262,2,NEC2622,0.78,10.4,.
3,4254,NEC262,3,NEC2623,1,11.44,.
3,3728,NEC263,1,NEC2631,1,12.9,.
3,4146,NEC263,2,NEC2632,1,15.1,.
3,4395,NEC263,3,NEC2633,1,14.1,.
3,3729,NEC264,1,NEC2641,0.78,10.7,.
3,4089,NEC264,2,NEC2642,0.78,8.2,.
3,4328,NEC264,3,NEC2643,0.78,12,.
3,3730,NEC265,1,NEC2651,0.67,14.3,.
3,4087,NEC265,2,NEC2652,0.56,12,.
3,4376,NEC265,3,NEC2653,0.89,13.8,.
3,3731,NEC266,1,NEC2661,0.11,4,.
3,3964,NEC266,2,NEC2662,0.11,11,.
3,4201,NEC266,3,NEC2663,0.44,8.63,.
3,3643,NEC267,1,NEC2671,0.89,9.46,.
3,3732,NEC267,1,NEC2671,0.56,8.5,.
3,3948,NEC267,2,NEC2672,0.78,13.5,.
3,4412,NEC267,3,NEC2673,0.56,10.94,.
3,4092,NEC268,2,NEC2682,0.78,12.5,.
3,3733,NEC268,1,NEC2681,0.22,8.5,.
3,3882,NEC268,2,NEC2682,0.44,9.88,.
3,4172,NEC268,3,NEC2683,0.56,12.98,.
3,3734,NEC270,1,NEC2701,0.56,10.1,.
3,3929,NEC270,2,NEC2702,0.89,11.4,.
3,4269,NEC270,3,NEC2703,0.56,11.94,.
3,3735,NEC272,1,NEC2721,0.89,13,.
3,3978,NEC272,2,NEC2722,1,12.2,.
3,4288,NEC272,3,NEC2723,0.89,10.6,.
3,3736,NEC273,1,NEC2731,0.89,15.9,.
3,3935,NEC273,2,NEC2732,1,11.4,.
3,4419,NEC273,3,NEC2733,0.89,13.8,.
3,3737,NEC274,1,NEC2741,1,14.1,.
3,4040,NEC274,2,NEC2742,0.89,9.7,.
3,4331,NEC274,3,NEC2743,0.78,12.82,.
3,3738,NEC275,1,NEC2751,0.89,192.3,.
3,3860,NEC275,2,NEC2752,0.78,14.7,.
3,4459,NEC275,3,NEC2753,0.78,12.76,.
3,3739,NEC276,1,NEC2761,0.78,9,.
3,3885,NEC276,2,NEC2762,0.67,12.6,.
3,4153,NEC276,3,NEC2763,0.67,5.54,.
3,3740,NEC277,1,NEC2771,0.78,7.5,.
3,3861,NEC277,2,NEC2772,0.78,9.3,.
3,4444,NEC277,3,NEC2773,0.67,10.44,.
3,3741,NEC278,1,NEC2781,0.56,15.9,.
3,4065,NEC278,2,NEC2782,0.56,11.4,.
3,4184,NEC278,3,NEC2783,0.44,11.98,.
3,3742,NEC279,1,NEC2791,0.89,19.4,.
3,4049,NEC279,2,NEC2792,1,12.1,.
3,4199,NEC279,3,NEC2793,1,18.5,.
3,3743,NEC280,1,NEC2801,1,13.4,.
3,3863,NEC280,2,NEC2802,0.89,14.1,.
3,4383,NEC280,3,NEC2803,0.78,13.1,.
3,3744,NEC281,1,NEC2811,0.44,11.75,.
3,3864,NEC281,2,NEC2812,0.89,10.7,.
3,4181,NEC281,3,NEC2813,0.56,14.4,.
3,3745,NEC282,1,NEC2821,1,11.9,.
3,4088,NEC282,2,NEC2822,0.89,11.6,.
3,4212,NEC282,3,NEC2823,0.78,14.44,.
3,3746,NEC283,1,NEC2831,0.78,11.3,.
3,3845,NEC283,2,NEC2832,0.78,13.9,.
3,4379,NEC283,3,NEC2833,0.89,14.2,.
3,3747,NEC284,1,NEC2841,0.78,15.7,.
3,4083,NEC284,2,NEC2842,0.89,11.5,.
3,4187,NEC284,3,NEC2843,0.89,14.8,.
3,3748,NEC285,1,NEC2851,0.89,13.1,.
3,3924,NEC285,2,NEC2852,0.56,7.3,.
3,4370,NEC285,3,NEC2853,0.89,10.3,.
3,3749,NEC286,1,NEC2861,0.78,10,.
3,3909,NEC286,2,NEC2862,0.89,10,.
3,4382,NEC286,3,NEC2863,0.67,9.7,.
3,3750,NEC287,1,NEC2871,1,17.2,.
3,4093,NEC287,2,NEC2872,1,16.7,.
3,4408,NEC287,3,NEC2873,0.78,11.88,.
3,3751,NEC288,1,NEC2881,0.89,13.1,.
3,3926,NEC288,2,NEC2882,0.89,17.3,.
3,4245,NEC288,3,NEC2883,0.78,17.5,.
3,3752,NEC289,1,NEC2891,0.89,19,.
3,3903,NEC289,2,NEC2892,1,12.2,.
3,4274,NEC289,3,NEC2893,0.89,14.9,.
3,3753,NEC290,1,NEC2901,0.89,9.9,.
3,4134,NEC290,2,NEC2902,0.89,10.4,.
3,4463,NEC290,3,NEC2903,0.67,14.4,.
3,3754,NEC291,1,NEC2911,0.67,12.8,.
3,4056,NEC291,2,NEC2912,1,13,.
3,4264,NEC291,3,NEC2913,0.67,7.3,.
3,3755,NEC292,1,NEC2921,0.78,6.8,.
3,4014,NEC292,2,NEC2922,0.33,7.83,.
3,4244,NEC292,3,NEC2923,0.22,7,.
3,3756,NEC295,1,NEC2951,1,10.4,.
3,3922,NEC295,2,NEC2952,0.78,8.3,.
3,4256,NEC295,3,NEC2953,0.89,8,.
3,3757,NEC296,1,NEC2961,0.89,11.8,.
3,4110,NEC296,2,NEC2962,0.56,4.4,.
3,4303,NEC296,3,NEC2963,0.67,12.82,.
3,3758,NEC297,1,NEC2971,0.89,17,.
3,3936,NEC297,2,NEC2972,0.56,15.1,.
3,4430,NEC297,3,NEC2973,0.67,11.28,.
3,3759,NEC298,1,NEC2981,0.78,10.5,.
3,4026,NEC298,2,NEC2982,0.78,10.8,.
3,4190,NEC298,3,NEC2983,0.67,8.7,.
3,3760,NEC299,1,NEC2991,0.33,3.17,.
3,4104,NEC299,2,NEC2992,0.67,11.2,.
3,4320,NEC299,3,NEC2993,0.44,12.17,.
3,3761,NEC300,1,NEC3001,0.78,12.9,.
3,4020,NEC300,2,NEC3002,0.56,11.3,.
3,4277,NEC300,3,NEC3003,0.56,14.82,.
3,3762,NEC301,1,NEC3011,0.56,12.6,.
3,4113,NEC301,2,NEC3012,0.44,10.5,.
3,4326,NEC301,3,NEC3013,0.44,10,.
3,3763,NEC303,1,NEC3031,0.89,6.8,.
3,4039,NEC303,2,NEC3032,1,11.1,.
3,4350,NEC303,3,NEC3033,0.67,10.7,.
3,3764,NEC304,1,NEC3041,1,14.3,.
3,4137,NEC304,2,NEC3042,1,13.3,.
3,4391,NEC304,3,NEC3043,0.89,15,.
3,3765,NEC305,1,NEC3051,0.44,11.75,.
3,4115,NEC305,2,NEC3052,0.67,10.8,.
3,4337,NEC305,3,NEC3053,0.33,10.67,.
3,3766,NEC307,1,NEC3071,0.56,10.9,.
3,4001,NEC307,2,NEC3072,0.44,9.38,.
3,4311,NEC307,3,NEC3073,0.33,10,.
3,3767,NEC308,1,NEC3081,0.89,9.6,.
3,3857,NEC308,2,NEC3082,0.67,12,.
3,4435,NEC308,3,NEC3083,0.44,8.43,.
3,3768,NEC309,1,NEC3091,0.67,14.6,.
3,4082,NEC309,2,NEC3092,0.56,14.7,.
3,4192,NEC309,3,NEC3093,0.56,10.38,.
3,3769,NEC310,1,NEC3101,0.78,14.3,.
3,3866,NEC310,2,NEC3102,0.78,15.6,.
3,4202,NEC310,3,NEC3103,1,17.04,.
3,3770,NEC311,1,NEC3111,0.89,16.4,.
3,4097,NEC311,2,NEC3112,0.89,15.24,.
3,4356,NEC311,3,NEC3113,0.78,14.4,.
3,3771,NEC313,1,NEC3131,0.33,15.17,.
3,3867,NEC313,2,NEC3132,0.44,7.88,.
3,4162,NEC313,3,NEC3133,1,12.8,.
3,3772,NEC314,1,NEC3141,0.78,10.2,.
3,3969,NEC314,2,NEC3142,0.56,9.5,.
3,4351,NEC314,3,NEC3143,0.78,10.46,.
3,3773,NEC315,1,NEC3151,0.33,11.67,.
3,4074,NEC315,2,NEC3152,0.89,14.7,.
3,4177,NEC315,3,NEC3153,0.33,6.17,.
3,3774,NEC320,1,NEC3201,0.67,11.4,.
3,3939,NEC320,2,NEC3202,0.89,9.3,.
3,4355,NEC320,3,NEC3203,0.67,9.84,.
3,3775,NEC321,1,NEC3211,0.22,7.25,.
3,4106,NEC321,2,NEC3212,0.44,11.23,.
3,4361,NEC321,3,NEC3213,0.78,15.7,.
3,3776,NEC322,1,NEC3221,0.78,6.66,.
3,4149,NEC322,2,NEC3222,0.44,10.75,.
3,4334,NEC322,3,NEC3223,0.67,9,.
3,3777,NEC323,1,NEC3231,0.78,13.9,.
3,3893,NEC323,2,NEC3232,0.78,12.6,.
3,4305,NEC323,3,NEC3233,0.44,12,.
3,3778,NEC324,1,NEC3241,0.56,5.6,.
3,3998,NEC324,2,NEC3242,0.78,11.9,.
3,4230,NEC324,3,NEC3243,0.67,9.22,.
3,3779,NEC325,1,NEC3251,0.89,15.1,.
3,3868,NEC325,2,NEC3252,0.78,12,.
3,4450,NEC325,3,NEC3253,0.44,14.53,.
3,3780,NEC326,1,NEC3261,0,0,.
3,3949,NEC326,2,NEC3262,0.33,8.67,.
3,4229,NEC326,3,NEC3263,0.67,7.2,.
3,3781,NEC327,1,NEC3271,1,12.9,.
3,3973,NEC327,2,NEC3272,0.89,13.2,.
3,4205,NEC327,3,NEC3273,1,9.8,.
3,3782,NEC328,1,NEC3281,0.67,10.6,.
3,4055,NEC328,2,NEC3282,0.67,16.5,.
3,4439,NEC328,3,NEC3283,0.78,17.82,.
3,3783,NEC329,1,NEC3291,1,13.6,.
3,4007,NEC329,2,NEC3292,1,8.1,.
3,4314,NEC329,3,NEC3293,0.89,10.2,.
3,3784,NEC330,1,NEC3301,0.67,15.1,.
3,4103,NEC330,2,NEC3302,1,13.4,.
3,4194,NEC330,3,NEC3303,0.67,10,.
3,3785,NEC331,1,NEC3311,0.89,9.94,.
3,4111,NEC331,2,NEC3312,0.78,18.5,.
3,4372,NEC331,3,NEC3313,0.89,17.2,.
3,3786,NEC332,1,NEC3321,0.67,8.6,.
3,3897,NEC332,2,NEC3322,0.56,15.7,.
3,4183,NEC332,3,NEC3323,0.89,15.9,.
3,3787,NEC333,1,NEC3331,0.67,14.3,.
3,4030,NEC333,2,NEC3332,0.67,12.6,.
3,4241,NEC333,3,NEC3333,0.78,11.7,.
3,3788,NEC334,1,NEC3341,0.67,13.1,.
3,3931,NEC334,2,NEC3342,0.78,12.1,.
3,4263,NEC334,3,NEC3343,0.78,13.14,.
3,3789,NEC335,1,NEC3351,0.89,14.5,.
3,3871,NEC335,2,NEC3352,0.67,12.6,.
3,4210,NEC335,3,NEC3353,0.89,14.6,.
3,3790,NEC336,1,NEC3361,0.67,12.5,.
3,4021,NEC336,2,NEC3362,1,18.1,.
3,4420,NEC336,3,NEC3363,0.89,18.14,.
3,3791,NEC337,1,NEC3371,0.67,9.9,.
3,3954,NEC337,2,NEC3372,1,8.4,.
3,4371,NEC337,3,NEC3373,0.56,7,.
3,3792,NEC338,1,NEC3381,0,0,.
3,3961,NEC338,2,NEC3382,0.56,11.4,.
3,4204,NEC338,3,NEC3383,0.89,10.2,.
3,3793,NEC339,1,NEC3391,0.89,13.1,.
3,4062,NEC339,2,NEC3392,1,15,.
3,4425,NEC339,3,NEC3393,1,14.9,.
3,3794,NEC341,1,NEC3411,0.78,12.8,.
3,4122,NEC341,2,NEC3412,0.89,13.2,.
3,4240,NEC341,3,NEC3413,1,13.9,.
3,3795,NEC342,1,NEC3421,0.78,14.8,.
3,4006,NEC342,2,NEC3422,0.89,17.4,.
3,4272,NEC342,3,NEC3423,0.56,15,.
3,3796,NEC343,1,NEC3431,0.44,5.38,.
3,3950,NEC343,2,NEC3432,0.11,7.5,.
3,4173,NEC343,3,NEC3433,0.67,13.6,.
3,3797,NEC344,1,NEC3441,0.78,13.2,.
3,3874,NEC344,2,NEC3442,0.89,15.4,.
3,4295,NEC344,3,NEC3443,1,11.7,.
3,3798,NEC345,1,NEC3451,0.56,12.6,.
3,4112,NEC345,2,NEC3452,0.44,7.75,.
3,4243,NEC345,3,NEC3453,0.44,9.75,.
3,3799,NEC346,1,NEC3461,0.78,7.4,.
3,4135,NEC346,2,NEC3462,0.89,9.6,.
3,4416,NEC346,3,NEC3463,0.67,8.72,.
3,3800,NEC347,1,NEC3471,0.78,13.6,.
3,3846,NEC347,2,NEC3472,0.89,11.1,.
3,4394,NEC347,3,NEC3473,0.78,14.6,.
3,3801,NEC353,1,NEC3531,0.67,12,.
3,4100,NEC353,2,NEC3532,0.89,10.7,.
3,4437,NEC353,3,NEC3533,0.78,11.08,.
3,3802,NEC354,1,NEC3541,0.22,11,.
3,3930,NEC354,2,NEC3542,0.67,10.6,.
3,4436,NEC354,3,NEC3543,0.33,8.67,.
3,3803,NEC355,1,NEC3551,0.56,8.7,.
3,4011,NEC355,2,NEC3552,0.67,13,.
3,4178,NEC355,3,NEC3553,0.44,9.5,.
3,3804,NEC356,1,NEC3561,0.78,12.5,.
3,4024,NEC356,2,NEC3562,0.67,18.4,.
3,4336,NEC356,3,NEC3563,0.67,13.82,.
3,3805,NEC358,1,NEC3581,0.78,13.9,.
3,4118,NEC358,2,NEC3582,0.89,9.7,.
3,4239,NEC358,3,NEC3583,0.67,14.3,.
3,3806,NEC359,1,NEC3591,0.78,12.1,.
3,3959,NEC359,2,NEC3592,1,14.3,.
3,4282,NEC359,3,NEC3593,0.67,12.2,.
3,3807,NEC363,1,NEC3631,0.67,14.6,.
3,3898,NEC363,2,NEC3632,0.67,7.6,.
3,4247,NEC363,3,NEC3633,0.56,13.4,.
3,3808,NEC364,1,NEC3641,0.78,12.5,.
3,4073,NEC364,2,NEC3642,0.78,13.3,.
3,4321,NEC364,3,NEC3643,0.78,20.04,.
3,3809,NEC365,1,NEC3651,0.89,12.8,.
3,3982,NEC365,2,NEC3652,1,18.6,.
3,4246,NEC365,3,NEC3653,1,16,.
3,3810,NEC366,1,NEC3661,0.89,11,.
3,3894,NEC366,2,NEC3662,0.89,10.4,.
3,4441,NEC366,3,NEC3663,1,12.5,.
3,3811,NEC367,1,NEC3671,0.78,15.2,.
3,3851,NEC367,2,NEC3672,0.44,18.38,.
3,4309,NEC367,3,NEC3673,0.89,8.4,.
3,3812,NEC368,1,NEC3681,0.67,12.4,.
3,3855,NEC368,2,NEC3682,0.89,13,.
3,4273,NEC368,3,NEC3683,0.56,13.04,.
3,3813,NEC369,1,NEC3691,0.89,13.3,.
3,3889,NEC369,2,NEC3692,0.78,15.5,.
3,4362,NEC369,3,NEC3693,0.67,11.4,.
3,3814,NEC370,1,NEC3701,0.78,8.5,.
3,4033,NEC370,2,NEC3702,0.78,10.1,.
3,4330,NEC370,3,NEC3703,1,8.8,.
3,3815,NEC371,1,NEC3711,0.56,9.8,.
3,3927,NEC371,2,NEC3712,0.22,15.25,.
3,4169,NEC371,3,NEC3713,0.67,16.3,.
3,3816,NEC372,1,NEC3721,0.44,10.25,.
3,3995,NEC372,2,NEC3722,0.67,10.2,.
3,4022,NEC372,2,NEC3722,0.89,10.8,.
3,4248,NEC372,3,NEC3723,0.56,10.94,.
3,3817,NEC373,1,NEC3731,0.89,11.5,.
3,3984,NEC373,2,NEC3732,0.89,16.4,.
3,4278,NEC373,3,NEC3733,0.89,14.02,.
3,3818,NEC374,1,NEC3741,0.78,11.7,.
3,4145,NEC374,2,NEC3742,0.89,13.1,.
3,3819,NEC376,1,NEC3761,0.56,11.1,.
